TodayDate,ExerCiseDayCount,ExerCiseDay,SojuDay,TotalStageCount,MaxSojuCount,FixSojuCount,RemindSojuCount,PlanSoju
2023-06-20,5,월 화 수 목 금,수,3,8,6,2,1차 : 5병 2차 : 1병 3차 : 0병
